bID,name,address,cord,numOfReview,rating,zipcode,cuisine
oOz--_ORMzLSee92b_ksaQ,Masala Box,"4202 Bell Blvd, Bayside, NY 11361","40.76245, -73.77073",276,4.0,11361,indian
s4nLGFvSINH6SekvC8s9iA,Classic Nirala Restaurant,"213 Rte 46, Ste 5, Elmwood Park, NJ 07407","40.89376, -74.11694",92,4.5,07407,indian
V3LxcyGfHInU_7F5dnOfVw,Nefista Vegan Kofteh,"656 Anderson Ave, Cliffside Park, NJ 07010","40.826537, -73.987058",93,4.5,07010,indian
Pv51B3SzP4OqUbJncEeF1g,Masala Grill,"501B Atlantic Ave, Brooklyn, NY 11217","40.68568, -73.98116",234,3.5,11217,indian
1PUcqJywIblaVBH_leywTA,Inday,"One New York Plz, New York, NY 10004","40.70209426705473, -74.01188010306561",5,4.5,10004,indian
321dvWH3DwQE4uaVJX2Kvg,Sigri Indian BBQ,"155 University Ave, Newark, NJ 07102","40.74240619195804, -74.17369730817033",69,4.0,07102,indian
g4EXxoV0z_TnyWF8h9xMKQ,May Kaidee East Broadway,"215 E Broadway, New York, NY 10002","40.7140637, -73.987464979291",106,4.5,10002,indian
Rr55bXbJcfdm4lIf-1f0Qw,Kwik Meal,"100 W 45th St, New York, NY 10036","40.7567014, -73.9828935",285,4.0,10036,indian
5iKAeJ8RVrNGRUNy-355jQ,Deccan Spice,"771 Newark Ave, Jersey City, NJ 07306","40.73522, -74.06385",541,3.5,07306,indian
OxQ1lGq3uzl8_fgW67rXdQ,Tikka Indian Grill,"119-30 Metropolitan Ave, Kew Gardens, NY 11415","40.7058236, -73.8311437",276,4.0,11415,indian
maXkjUEZGWrKF7BFrrUUXQ,King of Tandoor,"600 Flatbush Ave, Brooklyn, NY 11225","40.6588935852051, -73.9608535766602",273,4.0,11225,indian
1HCAu_tB8mzZ0qCFltGfew,Bhoj,"430 Market St, Elmwood Park, NJ 07407","40.89861, -74.11246",242,3.5,07407,indian
LC5qKRk3zy7f1eTONkSd3A,Dhania Fine Indian Cuisine,"787 Prospect Pl, Brooklyn, NY 11216","40.674467, -73.950531",30,4.5,11216,indian
qZgRPGUl01ldRuTd6pSOnA,Dera Restaurant,"7209 Broadway, Jackson Heights, NY 11372","40.74772, -73.89346",279,3.0,11372,indian
PdOGgUoJevcOl6iGF-UtHg,Kulchay,"64 Sip Ave, Jersey City, NJ 07306","40.73066, -74.06214",13,5.0,07306,indian
HsEK7jGmzI7KP1e0N_6uQw,Mysttik Masaala,"21-77 31st St, Astoria, NY 11105","40.7764725821216, -73.9106457801393",56,5.0,11105,indian
KLLRrrPHsA5oQKYwreTI9w,Randiwa,"1405 Richmond Ave, Staten Island, NY 10314","40.61364177952, -74.157749999909",51,4.5,10314,indian
ynoBdZ5TXnF4ibkxrQk8VA,Dave's Hot Chicken,"944 8th Ave, New York, NY 10019","40.765773, -73.983196",107,4.5,10019,indian
hnODPHQIO14uVWIa3cztyA,Raj's Indian Kitchen,"53 Nassau St, New York, NY 10038","40.7090336335426, -74.00914125144482",8,4.5,10038,indian
iXrKGRzIZK0pp31mO3nBzA,Spice & Grill,"441 Myrtle Ave, Brooklyn, NY 11205","40.6933894, -73.9679912",167,4.0,11205,indian
wzbta6vcz3YNLZDhgrzy1w,Sip Sak,"928 2nd Ave, New York, NY 10022","40.75434, -73.96851",423,3.5,10022,indian
sllXrDi-eKiwZJTWtNKaTg,Nha Sang Restaurant,"83-17 Broadway, Elmhurst, NY 11373","40.74093, -73.87931",22,4.5,11373,indian
U0QlNZX8FVwiXCIIaHqhGw,Mustang Thakali Kitchen,"74-14 37th Ave, Jackson Heights, NY 11372","40.7489418844067, -73.8914922910723",187,4.0,11372,indian
1a8YGhr4t9ELBUIaP7YONQ,Tribos Peri Peri,"109 Christopher Columbus Dr, Jersey City, NJ 07302","40.719482, -74.043764",98,4.0,07302,indian
llzZ19xTIrueN5XBZi4zWg,Indian King Biryani House,"140 Broadway, New York, NY 10005","40.70869096741939, -74.01009824532372",73,4.0,10005,indian
rzjwoNXH2tCEmA3wo6fy9w,India palace,"401 E 62nd St, New York, NY 10065","40.763200972497586, -73.96042531491231",10,3.5,10065,indian
8Bgscm9qOB6t9_1-n_BVWg,chefs kitchen,"109 Locust Ave, Wallington, NJ 07057","40.85357, -74.11091",16,4.5,07057,indian
80u4xIY1kp_25AUh9BW0Bw,Kanan Indian Restaurant,"452 3rd Ave, Brooklyn, NY 11215","40.6716593194782, -73.9908374121948",147,4.0,11215,indian
7eUoHxFCZKdYkl7ONixCKA,Nepalese Indian Restaurant,"907 Seneca Ave, Ridgewood, NY 11385","40.700617, -73.903777",238,4.0,11385,indian
BKABojUN3G9vUrG3AlDZgQ,Wild Ginger,"182 N 10th St, Brooklyn, NY 11211","40.718859, -73.955371",167,4.0,11211,indian
jUD3vbZS_MGkDk2yfBXZuQ,Queen Sheeba,"317 W 141st St, New York, NY 10030","40.8208581437951, -73.9447144351328",83,4.0,10030,indian
xDERYqY7CbIx4aAlKsLy-A,Tikka Indian Grill,"396 5th Ave, Park Slope, NY 11215","40.6707308, -73.985264",71,4.0,11215,indian
kPE1RinxVyPbPmdGu9R85A,Clove Garden of India,"353 3rd St, Jersey City, NJ 07302","40.723668437454315, -74.05046512331108",134,4.5,07302,indian
m1sfDqgDiKKyUaXo9DWVeQ,Bodhi Village,"136-20 Booth Memorial Ave, Flushing, NY 11355","40.746994, -73.828388",335,4.0,11355,indian
uPW_isMEB92IDrX04pLK1g,Delhi Heights,"37-66 74th St, Jackson Heights, NY 11372","40.7471, -73.89176",331,3.5,11372,indian
1TJOTRt9Ws1vHh-zKNZmsw,India Cafe,"94-08 Lefferts Blvd, Ozone Park, NY 11419","40.68235, -73.82226",69,4.0,11419,indian
NqnCmOlPIJ_QBQzvZ28djA,Sapthagiri Taste Of India,"737 Newark Ave, Jersey City, NJ 07306","40.73512018198014, -74.06250224217419",465,3.5,07306,indian
b8O2Tiz6Xdw25GXCxCm3wg,Lungta - Asian Bistro,"7516 Broadway, Elmhurst, NY 11373","40.7458283, -73.8897918",24,4.0,11373,indian
ugEZc_Cc4tu71j-yuj9HCQ,Chawlas 2,"131-19 Rockaway Blvd, South Ozone Park, NY 11420","40.67507, -73.8066",116,4.0,11420,indian
NztBFASX-zzg0tROoLiKOg,Mysttik Masaala,"4731 Ctr Blvd 47th Rd, Long Island City, NY 11109","40.74497254912173, -73.95731450002876",129,4.5,11109,indian
3FzpZE56CHuipiY_JDT3EA,Zyara Restaurant,"25-53 Steinway St, Astoria, NY 11103","40.76648, -73.91251",280,3.5,11103,indian
jE5_yPypanQLdYe7-f__dA,Toad Style,"93 Ralph Ave, Brooklyn, NY 11221","40.68687, -73.92336",433,4.0,11221,indian
yLcJTiE4n_w4sZwSfMZYZA,Bombay Kabab,"54 7th Ave, Brooklyn, NY 11217","40.67606, -73.97455",102,4.0,11217,indian
WdaLydR9O57rWbTnQQQ1OQ,Ruma's Kitchen,"37-01 61st St, Woodside, NY 11377","40.7493792, -73.9016969",35,4.0,11377,indian
WrMu2G5M2im56uYKTd4Bgw,Curry In A Hurry,"119 Lexington Ave, New York, NY 10016","40.74268, -73.9822499",505,3.0,10016,indian
gveiLCZPJ-Fv_LjmrhWgSA,INDAY,"285 Madison Ave, New York, NY 10017","40.751655, -73.979768",17,4.5,10017,indian
_dduF0x_H5RyUgQzXsb0bw,Eternity,"120-35 83rd Ave, Kew garden, NY 11415","40.7086799, -73.8311911",47,4.5,11415,indian
JOXl-jcvaciJa_oQAvFkbA,Afghan Kebab House,"764 9th Ave, New York, NY 10019","40.7641549876443, -73.9883097706085",289,3.5,10019,indian
VMSO12sjs6W415PSogC7PA,Paratha Junction,"779 Newark Ave, Jersey City, NJ 07306","40.7352836673254, -74.0638660967438",173,3.0,07306,indian
oSpBTTBYy_sWDXiZF5CSdg,Pastrami Queen,"1125 Lexington Ave, New York, NY 10075","40.77437, -73.95911",630,3.5,10075,indian
-MvQAFnBC_G6eHwFT8aOVw,Honest,"60 Main Ave, Clifton, NJ 07014","40.8295781, -74.1438155",23,4.0,07014,indian
2KCyOxOM5J9glFSpmLqb9Q,Biryani Pot,"824 Newark Ave, Jersey City, NJ 07306","40.7357829, -74.0659607",216,3.0,07306,indian
m3RdCUe2QEmjnkwleRRbPA,Proper Indian,"1 Whitehall St, Bldg 1 New York Plaza, New York, NY 10004","40.703844, -74.012753",3,3.5,10004,indian
Tx3pJnxQo00twdxjvjc8Ow,Habibi Halal Food,"115 E 23rd St, New York, NY 10011","40.7401285, -73.9855201",48,4.5,10011,indian
amU4dSDarmtIU-D3pU687A,Minar Kabab tikka corner,"771 Newark Ave, Jersey City, NJ 07306","40.73522, -74.06385",15,3.0,07306,indian
R7MDZP5G374JA1-kaR2CLw,Raja Sweets & Fast Food,"7231 37th Ave, Jackson Heights, NY 11372","40.7489325, -73.8932727",110,4.0,11372,indian
MAwtBgCmrY-i_jbmXlDMkw,Peacefood Cafe Downtown,"41 E 11th St, New York, NY 10003","40.7332670924819, -73.9929751334153",793,4.0,10003,indian
9tjTiVC2HepvHwEPdc677g,Bawarchi Biryani Corner,"839 Newak Ave, Jersey City, NJ 07306","40.73562, -74.0665",169,2.0,07306,indian
9eZrG8nANKuoyGSqdj_gew,Ashoka Grill,"1436 Flatbush Ave, Brooklyn, NY 11210","40.6356477, -73.9508667",223,4.0,11210,indian
VNmSye6SGkwtSijlPnV5YA,Island Grocery Of Staten,"1791 Victory Blvd Flr Grd, Staten Island, NY 10314","40.61321, -74.12325",24,3.0,10314,indian
L6DAp6L1ZJKeeDN2PwoOLQ,Adel's Famous Halal Food,"49th & 6th, New York, NY 10019","40.75927857933082, -73.98087907274463",405,4.5,10019,indian
AJjQwst3ppWZ9BCfk-tQPA,Bhojon,"15 E 30th St, New York, NY 10016","40.7455041728767, -73.9850751015234",1,4.0,10016,indian
o0KsfMVarWBDsTOGFXVHsA,Gakyizompe,"4711 47th Ave, Woodside, NY 11377","40.7411023, -73.9175822",38,3.5,11377,indian
I2Y3_18dUz0CaSzsx_x7Ag,new dosa garden,"323 Victory Blvd, Flr 1, Staten Island, NY 10301","40.63422, -74.08568",131,4.0,10301,indian
K9t9xqhbLIePem5Okb3J9Q,Indian Express,"301 W 154th St, Ste 1, New York, NY 10039","40.82871, -73.93802",36,4.0,10039,indian
Ep_4L21-xzvkh75YIkaYgQ,Badshah To-Go,"80 Nassau St, New York, NY 10038","40.70983, -74.0079322",7,3.0,10038,indian
rPqY0-3Ij3KMLEFvB730vw,Parantha Alley,"348 Bowery, New York, NY 10012","40.72664, -73.99202",1,1.0,10012,indian
NH7Ws65ZwlmOosiblfGTRw,Spice Hut Indian Restaurant,"2036 2nd Ave, New York, NY 10029","40.78967, -73.94278",77,3.0,10029,indian
jRN12bcaeb2MjJoe2HmuJQ,Dera Masala Grill,"741 Broad St, Clifton, NJ 07013","40.8696791003385, -74.1687960550189",91,3.0,07013,indian
gHw2LnjgqyJclvlOjISv6g,Spice Wala Indian Cuisine,"97 1st Ave, New York, NY 10003","40.7263629, -73.9863924",21,3.5,10003,indian
3DVKbi5cSLMlmph43RF_kA,LuAnne's Wild Ginger All-Asian Vegan,"112 Smith St, Brooklyn, NY 11201","40.687936, -73.989925",380,4.0,11201,indian
dzI6MzwKbrhJN5dEeUbX0w,The Hummus & Pita,"585 6th Ave, New York, NY 10011","40.73928, -73.99605",683,4.0,10011,indian
A0YMrxUt_EuCwmuZsbSMiQ,Ambo,"55C E 8th St, New York, NY 10003","40.73115404198693, -73.99343068770982",39,5.0,10003,indian
jCJloBC-UGbJYz02OpJIvw,Halal Fresh Chinese & Indian Cuisine,"2241D Westchester Ave, The Bronx, NY 10462","40.83448, -73.85068",6,4.5,10462,indian
BKgnH8uhGIjeHq3DfVzLbg,Gyro King,"314 Queen Anne Rd, Teaneck, NJ 07666","40.87447, -74.02124",57,3.5,07666,indian
HFIu45xr93jqchnN1YVJeQ,Masalawala & Sons,"365 5th Ave, Brooklyn, NY 11215","40.67148382626093, -73.9842655",6,4.0,11215,indian
SExVenfR3ScUzIJHdUpxuw,Aman,"3594 Jerome Ave, Bronx, NY 10452","40.885147, -73.8794078",36,4.5,10452,indian
v6T5UgEnKdJneY0cO0nSoA,Agra Palace Indian Restaurant & Party Hall,"116-33 Queens Blvd, Forest Hills, NY 11375","40.7158643, -73.832629",43,4.0,11375,indian
E1NbrEDNxq_cl39sMfxX5A,Phayul,"37-65 74th St, Fl 2, Jackson Heights, NY 11372","40.7471617, -73.891236",342,4.0,11372,indian
txfjMwfqr0HXNFZTJTkYiA,Khalil Biryani House,"1445 Olmstead Ave, Bronx, NY 10462","40.8353157662589, -73.8550591682938",49,3.5,10462,indian
Nt7vyXyaxnyXpP4NNgrSvw,Joy Indian Restaurant,"301 Flatbush Ave, Brooklyn, NY 11217","40.67883, -73.9734299",693,4.0,11217,indian
kNMQuwgqF0A-b4nSd2dH7A,Extech Industries,"4387 Vernon Blvd, Long Island City, NY 11101","40.7508554, -73.9520542",4,3.5,11101,indian
UiOUyzrVPTAAjNpGMFhFyQ,Dill & Parsley,"425 Madison Ave, New York, NY 10017","40.756951, -73.975883",46,3.5,10017,indian
w2oSwwvOf-DBnEUumq_TIA,The Buffet,"20-07 127th St, Fl 4, Flushing, NY 11356","40.78139892324089, -73.8412969",916,3.5,11356,indian
cfa699KGi9Ki-U_mCMVJvg,Caravan of Dreams,"405 E 6th St, New York City, NY 10009","40.7261704450824, -73.9856490472387",537,3.5,10009,indian
4KLrdzN3S9Z30I91MfYT9w,Godavari,"835 Newark Ave, Jersey City, NJ 07306","40.73558, -74.06649",52,3.0,07306,indian
IbrIwIZ8f3IU5bQUZrfOYg,Pariwaar Delights,"827 Newark Ave, Jersey City, NJ 07306","40.735473, -74.066203",91,4.0,07306,indian
VvIzNbkl4PDPzutZdxWCJw,Ittadi Garden & Grill,"7307 37th Rd, Jackson Heights, NY 11372","40.7472744, -73.8922265",68,3.5,11372,indian
lUpyqsKw-IBqsMgYIHZj7Q,Balade,"208 1st Ave, New York, NY 10009","40.730251, -73.983001",856,4.0,10009,indian
til9hZedX5st86EamUudMA,Maharaja Sweets & Snacks,"7310 37th Ave, Jackson Heights, NY 11372","40.74872, -73.89254",198,3.5,11372,indian
IDEq8v88W58i2QZuNFjl-w,Bombay Kitchen,"733 Knickerbocker Ave, Brooklyn, NY 11221","40.694066, -73.909556",215,4.0,11221,indian
WbCZW0OBcakQ9oxsLsw8vg,Honest Restaurant Jersey City,"811 Newark Ave, Jersey City, NJ 07306","40.7355589477077, -74.0653835934663",195,3.0,07306,indian
yVvx0wKmBplFlMd9z10Ytw,Mithaas Jersey City,"795 Newark Ave, Jersey City, NJ 07306","40.7354965, -74.0648916",333,3.0,07306,indian
viPKFWURtx09AVOa6iiKSg,Momo Crave,"3807 69th St, Woodside, NY 11377","40.7468991, -73.8962601",227,4.5,11377,indian
CcncHLot-nt8qECbw3SNsg,Andrew's Healthy Foods,"737 Broadway, Bayonne, NJ 07002","40.672423, -74.1113671",165,4.0,07002,indian
hSiTqxKKgvQSI5x5VdMjoQ,Top Thai Restaurant,"8510 4th Ave, Brooklyn, NY 11209","40.62325, -74.02838",341,3.5,11209,indian
lMyJ9lrwRddpsOR_WeMSww,Gypsy Grill,"187 Newark Ave, Jersey City, NJ 07302","40.7212996, -74.0457456",538,4.0,07302,indian
3-XEEsyymdOo4NjDL7bQxw,Sami's Kabab House,"47-38 Vernon Blvd, Long Island City, NY 11101","40.744444682981296, -73.95368408642591",36,5.0,11101,indian
EGUPGM2TuwMMFi3vifYEVA,Ginger House,"310 Ditmas Ave, Brooklyn, NY 11218","40.6357, -73.97555",148,4.0,11218,indian
JnT0_EexmuZ0MWYFYzfBPg,Lovin Today,"257 Valley Blvd, Wood-Ridge, NJ 07075","40.8511, -74.08525",144,4.5,07075,indian
VkjEkhPUg-_JaK6-AL5Vsg,Mombar,"2522 Steinway St, Astoria, NY 11103","40.76741, -73.91243",178,4.0,11103,indian
BEuZGvNlbM4tXq7YICyM6w,LuAnne's Wild Ginger All-Asian Vegan,"380 Broome St, New York, NY 10013","40.7204631, -73.9964956",678,4.0,10013,indian
cWzdIJhEDZIjSGDpYGWy3Q,Buka New York,"1111 Fulton St, Brooklyn, NY 11216","40.68157, -73.95713",272,3.0,11216,indian
v8odMgrdd8JBQGBBlW-pGA,Kamat Andhra Parcels,"833 Newark Ave, Jersey City, NJ 07306","40.73555397214438, -74.06641010195017",1,2.0,07306,indian
0ORwxqRAliQvbYMIND19FQ,Masala Cafe,"27 Academy St, Newark, NJ 07102","40.7376, -74.17251",55,3.5,07102,indian
YRXXIqqaLcWJaL22lnj7mQ,Taj Village,"79-28 Metropolitan Ave, Middle Village, NY 11379","40.713021, -73.87246",67,4.0,11379,indian
zSCp9pjEQ_M3LBuPRDo-Bg,Desi Grill,"46 Wyckoff Ave, Brooklyn, NY 11237","40.705618, -73.9218269",333,4.0,11237,indian
hnLzJJ7XkxB3LLoxTk0ahQ,Chennai Flavors Food Truck,"50 Christopher Columbus Dr, Jersey City, NJ 07302","40.7188518, -74.0394678",9,4.0,07302,indian
Gol6yMg-EYy2-unPykGXvg,Khyber Kabab Restaurant,"11211 Jamaica Ave, Richmond Hill, NY 11418","40.6977735, -73.8359818",8,4.0,11418,indian
S7ivv5O0beH3U9cV3cRD_Q,Jujube Tree,"35-02 30th Ave, Astoria, NY 11103","40.76512, -73.91821",424,4.5,11103,indian
3PabSEZ2ESexVFZznyozVw,Delice & Sarrasin,"20 Christopher St, New York, NY 10014","40.73377, -74.00065",503,4.0,10014,indian
c5vz72Q9mAmRs2NZUsWpRQ,New Asian Food,"140-13 Cherry Ave, Flushing, NY 11355","40.7540725171566, -73.8225969672203",8,4.0,11355,indian
HYW2O2qycmFiGUNt_TlyPA,Shawarmania,"22-49 31st St, Astoria, NY 11105","40.774947, -73.911846",259,4.0,11105,indian
rML0mPoWQHxG8ifHGuI7pQ,Mashallah Sweets & Restaurant,"663 Coney Island Ave, Brooklyn, NY 11218","40.641254, -73.969039",97,3.5,11218,indian
FvyhJRPCth2_1pmXlBbTGA,Pine Box Rock Shop,"12 Grattan St, Brooklyn, NY 11206","40.70528, -73.93267",233,4.0,11206,indian
37RhWHnMsnjULuoN95Bg9A,Izzy's Brooklyn Smokehouse,"397 Troy Ave, Crown Heights, NY 11213","40.66487, -73.9369",175,4.0,11213,indian
PHMkwS5nmo4IUXbcg0OcAg,Jajaja Mexicana,"63 Carmine St, New York, NY 10014","40.72979, -74.00455",528,4.5,10014,indian
z5z6_y69b_ufy73GZUt7Tg,Dosa Spot,"613 Washington Blvd, Jersey City, NJ 07310","40.73046, -74.0353",25,4.0,07310,indian
o7fIFh6OgHy8jryyYM3VNA,Flaming Grill & Supreme Buffet,"53 Rt 17 S, East Rutherford, NJ 07073","40.8312878169225, -74.09223314905668",373,2.5,07073,indian
0LX7zIAweqw6qW_MDJWI9g,flame indian grill,"464 Broadway, Bayonne, NJ 07002","40.66281, -74.11902",27,4.5,07002,indian
pv_9QjRf45GRd3pMeKmmKw,Jay's Quick Bites,"1961 Flatbush Ave, Brooklyn, NY 11234","40.6221484, -73.93596476625316",20,4.0,11234,indian
GN4-wXUXgfuMO4KHa76J5w,Addy's Barbeque,"30-94 Steinway St, Astoria, NY 11103","40.76169, -73.91708",197,4.0,11103,indian
utbWLB3zYR1o__iDI9-Xgg,Namaste Chautari Restaurant,"7415 Roosevelt Ave, Jackson Heights, NY 11372","40.7470142, -73.8911845",17,2.5,11372,indian
PqqnNrUtU7XTKQvUM4cyqQ,Bar Verde,"65 2nd Ave, New York, NY 10003","40.7260849061034, -73.9897361397743",392,4.5,10003,indian
MP8Ey2ezsDCSowR-1X6hKg,Dosa Royale,"258 Dekalb Ave, Brooklyn, NY 11205","40.689244, -73.968634",272,3.5,11205,indian
1thBGawoqRUHqCfQMZycYQ,S&S Cheesecake,"222 W 238th St, Bronx, NY 10463","40.8847182244062, -73.8995528966188",193,4.5,10463,indian
CuzebMZlGyC1-2Uf-nEiVA,Blueprint Cafe Lounge,"369 Raymond Blvd, Newark, NJ 07105","40.7342871794987, -74.1347641466091",156,4.5,07105,indian
PELbdHCpKUexQiE7UjdasA,Platters Corner,"60 River St, Hackensack, NJ 07601","40.879569, -74.041223",81,4.5,07601,indian
fZOmB4eaVlnf6LIejL2vBg,Jalsa - Grill & Gravy,"786 Coney Island Ave, Brooklyn, NY 11218","40.6382322, -73.9688152",179,4.5,11218,indian
Z2qZSs6oVJQFSc44tytAHg,India House Restaurant,"586 Nostrand Ave, Brooklyn, NY 11216","40.6787193651342, -73.9496699720621",142,4.0,11216,indian
eRBcBaXw3TjQE9CfQqKJzA,Papa Halal Chicken Corporation,"1787 Forest Ave, Staten Island, NY 10303","40.62523, -74.14849",24,3.5,10303,indian
SJ6gBwqF219nV6dAZBt93Q,Indian Food & Falafel,"6742 5th Ave, Bay Ridge, NY 11220","40.634593, -74.020967",32,3.5,11220,indian
ylXJn53D2FLrIV0yOLHawQ,Sagara Restaurant,"98 Victory Blvd, Staten Island, NY 10301","40.63767, -74.07973",14,4.0,10301,indian
Ih9Zh1eRwPowzufbGVXfoA,Green Bean Cafe,"1413 York Ave, New York, NY 10301","40.76914988318571, -73.95235797703822",152,4.0,10301,indian
85TC7GGcL5HYKdteMXWyOQ,Colbeh,"32 W 39th St, New York, NY 10018","40.752075393172, -73.98402919938293",164,2.5,10018,indian
aLnt6DwRxlSm8xD9nuEEmA,Mumbai Place,"655 Vanderbilt Ave, Brooklyn, NY 11238","40.677229, -73.968651",99,4.0,11238,indian
__XmiV4VwrbVDVHrRzn3oQ,Vatan Restaurant,"808 Newark Ave, Jersey City, NJ 07306","40.735757, -74.06527",119,2.5,07306,indian
3Y-beEWD9prfpSZXrQjMPg,Tandoori Palace,"7414 37th Ave, Jackson Heights, NY 11372","40.7488341, -73.8914834",3,4.0,11372,indian
JdNzj7EGQLC9eqqw3SYBPg,Organic Grill,"133 W 3rd St, New York, NY 10012","40.73088285012182, -74.00079123783922",481,4.0,10012,indian
IPObt34MFs_Icr83NE7RFQ,Indo Pak Halal Restaurant,"2173 2nd Ave, New York, NY 10029","40.7934736702072, -73.9403164386749",58,3.0,10029,indian
7UJRw4Klt5yfE7q9vznEHA,Kabob Shack,"182 Havemeyer St, Brooklyn, NY 11211","40.7107199, -73.9582771",189,4.0,11211,indian
khZwIk7s0AqTk0jy0WPvkw,Agra Grill,"3835 White Plains Rd, Bronx, NY 10467","40.88465, -73.86244",84,4.0,10467,indian
87WfLan3_7K_OYPYd5zUIA,La Shuk,"1569 Lexington Ave, New York, NY 10029","40.788612, -73.948737",423,4.5,10029,indian
oF_Uq8SGBHRcz-U5i8wlBQ,Amitabha Vegan Restaurant,"6824 Fresh Meadow Ln, Fresh Meadows, NY 11365","40.732932, -73.79464",90,4.5,11365,indian
FdpEdKi4YbTu4t7B0tufIQ,Punjabi Dhaba Catering & Sweets,"11916 101st Ave, South Richmond Hill, NY 11419","40.689913, -73.825223",30,3.5,11419,indian
iSiOfm9CdUhbS0eDHPHUNA,Desi Food Truck,"New York, NY 10012","40.7251853942871, -73.9992523193359",73,3.5,10012,indian
Ze62JT6qQTCRSjBN4dyzAg,Tamilnadu Cafe,"324 Central Ave, Jersey City, NJ 07307","40.745984324531875, -74.04910679999999",5,3.5,07307,indian
o21M4dKM4KQbzGVrlq_3Iw,Pearl Indian Food,"738 Franklin Ave, Brooklyn, NY 11238","40.67324165367078, -73.95731615490283",169,3.5,11238,indian
iHiEMvbpLzNYTMsd5-VnQw,Jacob Soul Food Restaurant,"373 Lenox Ave, New York, NY 10027","40.810025, -73.9439219",382,4.0,10027,indian
fmH4YbvpYdcpaaYOL1g7wg,Bombay Heights,"1070 Bedford Ave, Brooklyn, NY 11216","40.688221, -73.955137",88,3.5,11216,indian
Lkz8ExozPGmYBvz-ZEtXOg,Näna Good Eats,"152-67A 10th Ave, Whitestone, NY 11357","40.794239256380465, -73.80809936040288",187,4.5,11357,indian
u_j2PopX_tFfQvrlerjmmA,Golconda Chimney,"806 Newark Ave, Jersey City, NJ 07306","40.73585, -74.06517",196,3.0,07306,indian
vTX77dgdGryT9zc6mKXEsQ,Laliguras Restaurant,"3763 76th St, Jackson Heights, NY 11372","40.7476422051, -73.8898337637",227,4.0,11372,indian
RXGa5YeRxilvUQFmbFPopQ,The Last Stop,"5977 Broadway, Bronx, NY 10471","40.88976, -73.89854",119,4.5,10471,indian
Yv3MrJfVG3pQJIQbOTxHLA,Tribos Peri Peri,"383 Market St, Ste 5, Saddle Brook, NJ 07663","40.89726037467907, -74.09554404217042",205,4.0,07663,indian
aerH0RTL3juqiLZbhwYVrw,Ginger Tree,"7 Bond Street, Nuneaton, Aberdeen CV11 4DA, United Kingdom","52.5245, -1.46501",1,3.0,CV11 4DA,indian
CXGy1jTUVkDpA2-wJNujyQ,Namaste,"131-10 Rockaway Blvd, Jamaica, NY 11420","40.67459, -73.807",20,4.0,11420,indian
bRPq-Nmct5bOuOtsu8fC7Q,S'MAC,"197 1st Ave, New York, NY 10003","40.730212, -73.983724",2317,3.5,10003,indian
-KqxcZMwR-y1ni96BjaEag,Nababi Restaurant & Party Hall,"8327 Parsons Blvd, Queens, NY 11432","40.7149727, -73.8073172",19,3.5,11432,indian
K9ci-oENqDQ9jR4JErCRng,Indian Masala House,"4927 Broadway, New York, NY 10034","40.867698, -73.921743",15,3.5,10034,indian
1-4W4i1fj9rp0Blrg0Q1zg,Aroma Brazil Restaurant,"75-13 Roosevelt Ave, Jackson Heights, NY 11372","40.7472120454333, -73.8900118",134,4.5,11372,indian
wqOBqXkMar3xPOHfkWGwDA,The Soul Spot,"302 Atlantic Ave, Brooklyn, NY 11201","40.688221, -73.988875",338,3.5,11201,indian
1hbAbWZ3bdJCSg_EoS4zyQ,Pita Grill,"1083 2nd Ave, New York, NY 10022","40.759541, -73.965394",163,2.5,10022,indian
KxyH5zvTyXawl17lHjA4SQ,Beyond Sushi,"134 West 37th St, New York, NY 10018","40.75247, -73.98845",663,4.5,10018,indian
LjBKkUSpMwrpo99hXgtHYw,Franchia Vegan Cafe,"12 Park Ave, New York, NY 10016","40.7474712051298, -73.9812423408763",1002,4.0,10016,indian
F2SwOvsP1_1JyDcCtnJzlQ,Tamam,"1108 Lexington Ave, New York, NY 10075","40.7739676833531, -73.9597929340972",142,5.0,10075,indian
tjstlcFtOiXnUU1MAG1uqg,Villa Brazil Cafe Grill,"43-16 34th Ave, Ste A 2, Astoria, NY 11101","40.75509, -73.91807",347,4.5,11101,indian
NQyXBdvbt7c8MAaL5kBdhQ,Tiberias,"45 E 34th St, New York, NY 10016","40.7477684020996, -73.9822387695312",150,2.5,10016,indian
K_s7EXV9Ly5jlxyNZ39QDg,Al Aqsa Restaurant,"2107 Starling Ave, Bronx, NY 10462","40.83623, -73.85483",44,3.0,10462,indian
Q3q5ODGrzCGjTUKaFEWJkw,New Green Leaf,"651 Manhattan Ave, Brooklyn, NY 11222","40.7242889, -73.9514008",5,1.5,11222,indian
GeXd_6XseU9E8oC1p1SaNg,sweetgreen,"311 Amsterdam Ave, New York, NY 10023","40.78030326463333, -73.98018600763737",235,3.5,10023,indian
5xk_sMKB5S-uo_6mgJqA9A,Sagar Restaurant,"168-25B Hillside Ave, Jamaica, NY 11432","40.71173, -73.79021",115,3.5,11432,indian
V4C5SzWmNkgPMjiCfEZ41g,Kinara II Indian Restaurant,"368 Myrtle Ave, Brooklyn, NY 11205","40.6930084228516, -73.971435546875",94,3.5,11205,indian
XipQLDbyTl5tsLlyzAWzug,Jajaja Mexicana,"162 E Broadway, New York, NY 10002","40.71419, -73.99041",1145,4.5,10002,indian
